key,pressed,released,user,hold_time,press_press_time,press_release_time,release_release_time
[space],2021-10-20 11:19:43.282448,2021-10-20 11:19:43.427174,zihao,144726.0,193385.0,48659.0,215408.0
b,2021-10-20 11:19:43.475833,2021-10-20 11:19:43.642582,zihao,166749.0,209229.0,42480.0,194489.0
r,2021-10-20 11:19:43.685062,2021-10-20 11:19:43.837071,zihao,152009.0,133453.0,-18556.0,119744.0
o,2021-10-20 11:19:43.818515,2021-10-20 11:19:43.956815,zihao,138300.0,177200.0,38900.0,222735.0
w,2021-10-20 11:19:43.995715,2021-10-20 11:19:44.179550,zihao,183835.0,733002.0,549167.0,654931.0
n,2021-10-20 11:19:44.728717,2021-10-20 11:19:44.834481,zihao,105764.0,219239.0,113475.0,241635.0
[space],2021-10-20 11:19:44.947956,2021-10-20 11:19:45.076116,zihao,128160.0,408820.0,280660.0,451398.0
f,2021-10-20 11:19:45.356776,2021-10-20 11:19:45.527514,zihao,170738.0,120169.0,-50569.0,83127.0
o,2021-10-20 11:19:45.476945,2021-10-20 11:19:45.610641,zihao,133696.0,177898.0,44202.0,210935.0
x,2021-10-20 11:19:45.654843,2021-10-20 11:19:45.821576,zihao,166733.0,194893.0,28160.0,172650.0
[space],2021-10-20 11:19:45.849736,2021-10-20 11:19:45.994226,zihao,144490.0,1288553.0,1144063.0,1249787.0
j,2021-10-20 11:19:47.138289,2021-10-20 11:19:47.244013,zihao,105724.0,183068.0,77344.0,210506.0
u,2021-10-20 11:19:47.321357,2021-10-20 11:19:47.454519,zihao,133162.0,222011.0,88849.0,251619.0
m,2021-10-20 11:19:47.543368,2021-10-20 11:19:47.706138,zihao,162770.0,264051.0,101281.0,239458.0
p,2021-10-20 11:19:47.807419,2021-10-20 11:19:47.945596,zihao,138177.0,163722.0,25545.0,173604.0
s,2021-10-20 11:19:47.971141,2021-10-20 11:19:48.119200,zihao,148059.0,145133.0,-2926.0,117319.0
[space],2021-10-20 11:19:48.116274,2021-10-20 11:19:48.236519,zihao,120245.0,256306.0,136061.0,263631.0
o,2021-10-20 11:19:48.372580,2021-10-20 11:19:48.500150,zihao,127570.0,115901.0,-11669.0,127652.0
v,2021-10-20 11:19:48.488481,2021-10-20 11:19:48.627802,zihao,139321.0,133481.0,-5840.0,177308.0
e,2021-10-20 11:19:48.621962,2021-10-20 11:19:48.805110,zihao,183148.0,121347.0,-61801.0,73701.0
r,2021-10-20 11:19:48.743309,2021-10-20 11:19:48.878811,zihao,135502.0,165034.0,29532.0,167291.0
[space],2021-10-20 11:19:48.908343,2021-10-20 11:19:49.046102,zihao,137759.0,130952.0,-6807.0,132352.0
t,2021-10-20 11:19:49.039295,2021-10-20 11:19:49.178454,zihao,139159.0,127626.0,-11533.0,117324.0
h,2021-10-20 11:19:49.166921,2021-10-20 11:19:49.295778,zihao,128857.0,111648.0,-17209.0,121396.0
e,2021-10-20 11:19:49.278569,2021-10-20 11:19:49.417174,zihao,138605.0,137607.0,-998.0,116115.0
[space],2021-10-20 11:19:49.416176,2021-10-20 11:19:49.533289,zihao,117113.0,233323.0,116210.0,264428.0
l,2021-10-20 11:19:49.649499,2021-10-20 11:19:49.797717,zihao,148218.0,147219.0,-999.0,159800.0
a,2021-10-20 11:19:49.796718,2021-10-20 11:19:49.957517,zihao,160799.0,235099.0,74300.0,289870.0
z,2021-10-20 11:19:50.031817,2021-10-20 11:19:50.247387,zihao,215570.0,170180.0,-45390.0,77650.0
y,2021-10-20 11:19:50.201997,2021-10-20 11:19:50.325037,zihao,123040.0,127302.0,4262.0,153716.0
[space],2021-10-20 11:19:50.329299,2021-10-20 11:19:50.478753,zihao,149454.0,172741.0,23287.0,200548.0
d,2021-10-20 11:19:50.502040,2021-10-20 11:19:50.679301,zihao,177261.0,138241.0,-39020.0,72167.0
o,2021-10-20 11:19:50.640281,2021-10-20 11:19:50.751468,zihao,111187.0,206964.0,95777.0,224527.0
g,2021-10-20 11:19:50.847245,2021-10-20 11:19:50.975995,zihao,128750.0,1102451.0,973701.0,1072811.0
",",2021-10-20 11:19:51.949696,2021-10-20 11:19:52.048806,zihao,99110.0,474349.0,375239.0,664686.0
[shift],2021-10-20 11:19:52.424045,2021-10-20 11:19:52.713492,zihao,289447.0,160958.0,-128489.0,-17832.0
"""",2021-10-20 11:19:52.585003,2021-10-20 11:19:52.695660,zihao,110657.0,978925.0,868268.0,967370.0
[space],2021-10-20 11:19:53.563928,2021-10-20 11:19:53.663030,zihao,99102.0,357737.0,258635.0,397968.0
w,2021-10-20 11:19:53.921665,2021-10-20 11:19:54.060998,zihao,139333.0,88422.0,-50911.0,121504.0
h,2021-10-20 11:19:54.010087,2021-10-20 11:19:54.182502,zihao,172415.0,115534.0,-56881.0,77365.0
i,2021-10-20 11:19:54.125621,2021-10-20 11:19:54.259867,zihao,134246.0,327839.0,193593.0,381854.0
c,2021-10-20 11:19:54.453460,2021-10-20 11:19:54.641721,zihao,188261.0,132651.0,-55610.0,78987.0
h,2021-10-20 11:19:54.586111,2021-10-20 11:19:54.720708,zihao,134597.0,898408.0,763811.0,886288.0
[space],2021-10-20 11:19:55.484519,2021-10-20 11:19:55.606996,zihao,122477.0,284822.0,162345.0,272292.0
h,2021-10-20 11:19:55.769341,2021-10-20 11:19:55.879288,zihao,109947.0,86568.0,-23379.0,105993.0
a,2021-10-20 11:19:55.855909,2021-10-20 11:19:55.985281,zihao,129372.0,99874.0,-29498.0,111004.0
s,2021-10-20 11:19:55.955783,2021-10-20 11:19:56.096285,zihao,140502.0,94203.0,-46299.0,76357.0
[space],2021-10-20 11:19:56.049986,2021-10-20 11:19:56.172642,zihao,122656.0,182341.0,59685.0,205093.0
b,2021-10-20 11:19:56.232327,2021-10-20 11:19:56.377735,zihao,145408.0,116537.0,-28871.0,98665.0
e,2021-10-20 11:19:56.348864,2021-10-20 11:19:56.476400,zihao,127536.0,171928.0,44392.0,168773.0
e,2021-10-20 11:19:56.520792,2021-10-20 11:19:56.645173,zihao,124381.0,143448.0,19067.0,142116.0
n,2021-10-20 11:19:56.664240,2021-10-20 11:19:56.787289,zihao,123049.0,240961.0,117912.0,251535.0
[space],2021-10-20 11:19:56.905201,2021-10-20 11:19:57.038824,zihao,133623.0,347044.0,213421.0,366278.0
u,2021-10-20 11:19:57.252245,2021-10-20 11:19:57.405102,zihao,152857.0,144104.0,-8753.0,119823.0
s,2021-10-20 11:19:57.396349,2021-10-20 11:19:57.524925,zihao,128576.0,172556.0,43980.0,167843.0
e,2021-10-20 11:19:57.568905,2021-10-20 11:19:57.692768,zihao,123863.0,194126.0,70263.0,219747.0
d,2021-10-20 11:19:57.763031,2021-10-20 11:19:57.912515,zihao,149484.0,127118.0,-22366.0,111641.0
[space],2021-10-20 11:19:57.890149,2021-10-20 11:19:58.024156,zihao,134007.0,256568.0,122561.0,262161.0
t,2021-10-20 11:19:58.146717,2021-10-20 11:19:58.286317,zihao,139600.0,88996.0,-50604.0,72501.0
o,2021-10-20 11:19:58.235713,2021-10-20 11:19:58.358818,zihao,123105.0,110164.0,-12941.0,117201.0
[space],2021-10-20 11:19:58.345877,2021-10-20 11:19:58.476019,zihao,130142.0,335906.0,205764.0,328667.0
t,2021-10-20 11:19:58.681783,2021-10-20 11:19:58.804686,zihao,122903.0,88060.0,-34843.0,104726.0
e,2021-10-20 11:19:58.769843,2021-10-20 11:19:58.909412,zihao,139569.0,185178.0,45609.0,189063.0
s,2021-10-20 11:19:58.955021,2021-10-20 11:19:59.098475,zihao,143454.0,197889.0,54435.0,182622.0
t,2021-10-20 11:19:59.152910,2021-10-20 11:19:59.281097,zihao,128187.0,110686.0,-17501.0,110905.0
[space],2021-10-20 11:19:59.263596,2021-10-20 11:19:59.392002,zihao,128406.0,394920.0,266514.0,382531.0
t,2021-10-20 11:19:59.658516,2021-10-20 11:19:59.774533,zihao,116017.0,174448.0,58431.0,198634.0
y,2021-10-20 11:19:59.832964,2021-10-20 11:19:59.973167,zihao,140203.0,340356.0,200153.0,283816.0
o,2021-10-20 11:20:00.173320,2021-10-20 11:20:00.256983,zihao,83663.0,1052045.0,968382.0,1107271.0
[backspace],2021-10-20 11:20:01.225365,2021-10-20 11:20:01.364254,zihao,138889.0,248893.0,110004.0,238628.0
p,2021-10-20 11:20:01.474258,2021-10-20 11:20:01.602882,zihao,128624.0,185955.0,57331.0,167563.0
i,2021-10-20 11:20:01.660213,2021-10-20 11:20:01.770445,zihao,110232.0,121171.0,10939.0,156616.0
n,2021-10-20 11:20:01.781384,2021-10-20 11:20:01.927061,zihao,145677.0,206626.0,60949.0,171925.0
g,2021-10-20 11:20:01.988010,2021-10-20 11:20:02.098986,zihao,110976.0,147325.0,36349.0,153304.0
[space],2021-10-20 11:20:02.135335,2021-10-20 11:20:02.252290,zihao,116955.0,761715.0,644760.0,781876.0
e,2021-10-20 11:20:02.897050,2021-10-20 11:20:03.034166,zihao,137116.0,230375.0,93259.0,224036.0
q,2021-10-20 11:20:03.127425,2021-10-20 11:20:03.258202,zihao,130777.0,234310.0,103533.0,186914.0
u,2021-10-20 11:20:03.361735,2021-10-20 11:20:03.445116,zihao,83381.0,135143.0,51762.0,230844.0
i,2021-10-20 11:20:03.496878,2021-10-20 11:20:03.675960,zihao,179082.0,229745.0,50663.0,187953.0
p,2021-10-20 11:20:03.726623,2021-10-20 11:20:03.863913,zihao,137290.0,133403.0,-3887.0,130917.0
e,2021-10-20 11:20:03.860026,2021-10-20 11:20:03.994830,zihao,134804.0,161581.0,26777.0,194737.0
m,2021-10-20 11:20:04.021607,2021-10-20 11:20:04.189567,zihao,167960.0,150235.0,-17725.0,110236.0
e,2021-10-20 11:20:04.171842,2021-10-20 11:20:04.299803,zihao,127961.0,105085.0,-22876.0,111509.0
n,2021-10-20 11:20:04.276927,2021-10-20 11:20:04.411312,zihao,134385.0,115912.0,-18473.0,121683.0
t,2021-10-20 11:20:04.392839,2021-10-20 11:20:04.532995,zihao,140156.0,99785.0,-40371.0,88976.0
[space],2021-10-20 11:20:04.492624,2021-10-20 11:20:04.621971,zihao,129347.0,270936.0,141589.0,309028.0
s,2021-10-20 11:20:04.763560,2021-10-20 11:20:04.930999,zihao,167439.0,77719.0,-89720.0,54755.0
i,2021-10-20 11:20:04.841279,2021-10-20 11:20:04.985754,zihao,144475.0,94186.0,-50289.0,88677.0
n,2021-10-20 11:20:04.935465,2021-10-20 11:20:05.074431,zihao,138966.0,126326.0,-12640.0,188575.0
c,2021-10-20 11:20:05.061791,2021-10-20 11:20:05.263006,zihao,201215.0,156813.0,-44402.0,122293.0
e,2021-10-20 11:20:05.218604,2021-10-20 11:20:05.385299,zihao,166695.0,131902.0,-34793.0,87300.0
[space],2021-10-20 11:20:05.350506,2021-10-20 11:20:05.472599,zihao,122093.0,324012.0,201919.0,325120.0
a,2021-10-20 11:20:05.674518,2021-10-20 11:20:05.797719,zihao,123201.0,225459.0,102258.0,279177.0
t,2021-10-20 11:20:05.899977,2021-10-20 11:20:06.076896,zihao,176919.0,172045.0,-4874.0,113146.0
[space],2021-10-20 11:20:06.072022,2021-10-20 11:20:06.190042,zihao,118020.0,383639.0,265619.0,427085.0
l,2021-10-20 11:20:06.455661,2021-10-20 11:20:06.617127,zihao,161466.0,104970.0,-56496.0,144299.0
e,2021-10-20 11:20:06.560631,2021-10-20 11:20:06.761426,zihao,200795.0,171153.0,-29642.0,120777.0
a,2021-10-20 11:20:06.731784,2021-10-20 11:20:06.882203,zihao,150419.0,317145.0,166726.0,305186.0
t,2021-10-20 11:20:07.048929,2021-10-20 11:20:07.187389,zihao,138460.0,837217.0,698757.0,821884.0
[backspace],2021-10-20 11:20:07.886146,2021-10-20 11:20:08.009273,zihao,123127.0,76912.0,-46215.0,111249.0
s,2021-10-20 11:20:07.963058,2021-10-20 11:20:08.120522,zihao,157464.0,208122.0,50658.0,188696.0
t,2021-10-20 11:20:08.171180,2021-10-20 11:20:08.309218,zihao,138038.0,131230.0,-6808.0,126851.0
[space],2021-10-20 11:20:08.302410,2021-10-20 11:20:08.436069,zihao,133659.0,447360.0,313701.0,462761.0
t,2021-10-20 11:20:08.749770,2021-10-20 11:20:08.898830,zihao,149060.0,617298.0,468238.0,606831.0
h,2021-10-20 11:20:09.367068,2021-10-20 11:20:09.505661,zihao,138593.0,176704.0,38111.0,164833.0
e,2021-10-20 11:20:09.543772,2021-10-20 11:20:09.670494,zihao,126722.0,82042.0,-44680.0,84583.0
[space],2021-10-20 11:20:09.625814,2021-10-20 11:20:09.755077,zihao,129263.0,183645.0,54382.0,216594.0
l,2021-10-20 11:20:09.809459,2021-10-20 11:20:09.971671,zihao,162212.0,99690.0,-62522.0,88843.0
a,2021-10-20 11:20:09.909149,2021-10-20 11:20:10.060514,zihao,151365.0,198775.0,47410.0,198589.0
t,2021-10-20 11:20:10.107924,2021-10-20 11:20:10.259103,zihao,151179.0,161571.0,10392.0,150450.0
e,2021-10-20 11:20:10.269495,2021-10-20 11:20:10.409553,zihao,140058.0,132288.0,-7770.0,137901.0
[space],2021-10-20 11:20:10.401783,2021-10-20 11:20:10.547454,zihao,145671.0,774211.0,628540.0,745737.0
1,2021-10-20 11:20:11.175994,2021-10-20 11:20:11.293191,zihao,117197.0,297303.0,180106.0,285591.0
8,2021-10-20 11:20:11.473297,2021-10-20 11:20:11.578782,zihao,105485.0,417017.0,311532.0,401216.0
o,2021-10-20 11:20:11.890314,2021-10-20 11:20:11.979998,zihao,89684.0,107864.0,18180.0,119121.0
o,2021-10-20 11:20:11.998178,2021-10-20 11:20:12.099119,zihao,100941.0,51302.0,-49639.0,89606.0
s,2021-10-20 11:20:12.049480,2021-10-20 11:20:12.188725,zihao,139245.0,985405.0,846160.0,951615.0
[enter],2021-10-20 11:20:13.034885,2021-10-20 11:20:13.140340,zihao,105455.0,917792.0,812337.0,912198.0
[backspace],2021-10-20 11:20:13.952677,2021-10-20 11:20:14.052538,zihao,99861.0,151481.0,51620.0,158130.0
[backspace],2021-10-20 11:20:14.104158,2021-10-20 11:20:14.210668,zihao,106510.0,175006.0,68496.0,164072.0
[backspace],2021-10-20 11:20:14.279164,2021-10-20 11:20:14.374740,zihao,95576.0,667171.0,571595.0,727318.0
[backspace],2021-10-20 11:20:14.946335,2021-10-20 11:20:15.102058,zihao,155723.0,441963.0,286240.0,386584.0
0,2021-10-20 11:20:15.388298,2021-10-20 11:20:15.488642,zihao,100344.0,138722.0,38378.0,148916.0
0,2021-10-20 11:20:15.527020,2021-10-20 11:20:15.637558,zihao,110538.0,351560.0,241022.0,386152.0
s,2021-10-20 11:20:15.878580,2021-10-20 11:20:16.023710,zihao,145130.0,302317.0,157187.0,251029.0
[enter],2021-10-20 11:20:16.180897,2021-10-20 11:20:16.274739,zihao,93842.0,1080932.0,987090.0,1087524.0
[caps_lock],2021-10-20 11:20:17.261829,2021-10-20 11:20:17.362263,zihao,100434.0,269557.0,169123.0,347748.0
w,2021-10-20 11:20:17.531386,2021-10-20 11:20:17.710011,zihao,178625.0,150204.0,-28421.0,126216.0
[caps_lock],2021-10-20 11:20:17.681590,2021-10-20 11:20:17.836227,zihao,154637.0,250105.0,95468.0,217880.0
h,2021-10-20 11:20:17.931695,2021-10-20 11:20:18.054107,zihao,122412.0,221125.0,98713.0,260933.0
e,2021-10-20 11:20:18.152820,2021-10-20 11:20:18.315040,zihao,162220.0,149571.0,-12649.0,105121.0
n,2021-10-20 11:20:18.302391,2021-10-20 11:20:18.420161,zihao,117770.0,259270.0,141500.0,257944.0
[space],2021-10-20 11:20:18.561661,2021-10-20 11:20:18.678105,zihao,116444.0,650433.0,533989.0,683253.0
c,2021-10-20 11:20:19.212094,2021-10-20 11:20:19.361358,zihao,149264.0,110758.0,-38506.0,78803.0
o,2021-10-20 11:20:19.322852,2021-10-20 11:20:19.440161,zihao,117309.0,162713.0,45404.0,196363.0
m,2021-10-20 11:20:19.485565,2021-10-20 11:20:19.636524,zihao,150959.0,176928.0,25969.0,160097.0
p,2021-10-20 11:20:19.662493,2021-10-20 11:20:19.796621,zihao,134128.0,106381.0,-27747.0,133455.0
a,2021-10-20 11:20:19.768874,2021-10-20 11:20:19.930076,zihao,161202.0,372262.0,211060.0,360518.0
r,2021-10-20 11:20:20.141136,2021-10-20 11:20:20.290594,zihao,149458.0,172848.0,23390.0,146777.0
i,2021-10-20 11:20:20.313984,2021-10-20 11:20:20.437371,zihao,123387.0,99367.0,-24020.0,115419.0
n,2021-10-20 11:20:20.413351,2021-10-20 11:20:20.552790,zihao,139439.0,203634.0,64195.0,164649.0
g,2021-10-20 11:20:20.616985,2021-10-20 11:20:20.717439,zihao,100454.0,142822.0,42368.0,149444.0
[space],2021-10-20 11:20:20.759807,2021-10-20 11:20:20.866883,zihao,107076.0,131962.0,24886.0,159314.0
t,2021-10-20 11:20:20.891769,2021-10-20 11:20:21.026197,zihao,134428.0,121974.0,-12454.0,110566.0
h,2021-10-20 11:20:21.013743,2021-10-20 11:20:21.136763,zihao,123020.0,169850.0,46830.0,180343.0
e,2021-10-20 11:20:21.183593,2021-10-20 11:20:21.317106,zihao,133513.0,193447.0,59934.0,182577.0
[space],2021-10-20 11:20:21.377040,2021-10-20 11:20:21.499683,zihao,122643.0,366100.0,243457.0,393574.0
t,2021-10-20 11:20:21.743140,2021-10-20 11:20:21.893257,zihao,150117.0,260471.0,110354.0,300647.0
w,2021-10-20 11:20:22.003611,2021-10-20 11:20:22.193904,zihao,190293.0,155564.0,-34729.0,76353.0
o,2021-10-20 11:20:22.159175,2021-10-20 11:20:22.270257,zihao,111082.0,137329.0,26247.0,160196.0
[space],2021-10-20 11:20:22.296504,2021-10-20 11:20:22.430453,zihao,133949.0,200476.0,66527.0,222240.0
b,2021-10-20 11:20:22.496980,2021-10-20 11:20:22.652693,zihao,155713.0,165877.0,10164.0,178297.0
r,2021-10-20 11:20:22.662857,2021-10-20 11:20:22.830990,zihao,168133.0,244792.0,76659.0,206320.0
o,2021-10-20 11:20:22.907649,2021-10-20 11:20:23.037310,zihao,129661.0,682103.0,552442.0,719578.0
w,2021-10-20 11:20:23.589752,2021-10-20 11:20:23.756888,zihao,167136.0,492183.0,325047.0,452690.0
s,2021-10-20 11:20:24.081935,2021-10-20 11:20:24.209578,zihao,127643.0,197600.0,69957.0,221022.0
e,2021-10-20 11:20:24.279535,2021-10-20 11:20:24.430600,zihao,151065.0,181111.0,30046.0,159048.0
r,2021-10-20 11:20:24.460646,2021-10-20 11:20:24.589648,zihao,129002.0,245085.0,116083.0,218988.0
s,2021-10-20 11:20:24.705731,2021-10-20 11:20:24.808636,zihao,102905.0,131277.0,28372.0,175052.0
[space],2021-10-20 11:20:24.837008,2021-10-20 11:20:24.983688,zihao,146680.0,418385.0,271705.0,412012.0
[backspace],2021-10-20 11:20:25.255393,2021-10-20 11:20:25.395700,zihao,140307.0,315066.0,174759.0,274128.0
",",2021-10-20 11:20:25.570459,2021-10-20 11:20:25.669828,zihao,99369.0,168420.0,69051.0,185783.0
[space],2021-10-20 11:20:25.738879,2021-10-20 11:20:25.855611,zihao,116732.0,309384.0,192652.0,339613.0
b,2021-10-20 11:20:26.048263,2021-10-20 11:20:26.195224,zihao,146961.0,139181.0,-7780.0,104967.0
o,2021-10-20 11:20:26.187444,2021-10-20 11:20:26.300191,zihao,112747.0,151452.0,38705.0,221198.0
t,2021-10-20 11:20:26.338896,2021-10-20 11:20:26.521389,zihao,182493.0,925884.0,743391.0,867397.0
h,2021-10-20 11:20:27.264780,2021-10-20 11:20:27.388786,zihao,124006.0,127898.0,3892.0,138397.0
[space],2021-10-20 11:20:27.392678,2021-10-20 11:20:27.527183,zihao,134505.0,278495.0,143990.0,285667.0
[caps_lock],2021-10-20 11:20:27.671173,2021-10-20 11:20:27.812850,zihao,141677.0,138756.0,-2921.0,146593.0
f,2021-10-20 11:20:27.809929,2021-10-20 11:20:27.959443,zihao,149514.0,99348.0,-50166.0,101478.0
[caps_lock],2021-10-20 11:20:27.909277,2021-10-20 11:20:28.060921,zihao,151644.0,133172.0,-18472.0,109902.0
i,2021-10-20 11:20:28.042449,2021-10-20 11:20:28.170823,zihao,128374.0,187183.0,58809.0,187885.0
v,2021-10-20 11:20:28.229632,2021-10-20 11:20:28.358708,zihao,129076.0,447296.0,318220.0,453622.0
[backspace],2021-10-20 11:20:28.676928,2021-10-20 11:20:28.812330,zihao,135402.0,62502.0,-72900.0,87696.0
r,2021-10-20 11:20:28.739430,2021-10-20 11:20:28.900026,zihao,160596.0,86289.0,-74307.0,77106.0
e,2021-10-20 11:20:28.825719,2021-10-20 11:20:28.977132,zihao,151413.0,661252.0,509839.0,654265.0
f,2021-10-20 11:20:29.486971,2021-10-20 11:20:29.631397,zihao,144426.0,76711.0,-67715.0,61595.0
o,2021-10-20 11:20:29.563682,2021-10-20 11:20:29.692992,zihao,129310.0,181000.0,51690.0,230386.0
x,2021-10-20 11:20:29.744682,2021-10-20 11:20:29.923378,zihao,178696.0,741241.0,562545.0,690649.0
[space],2021-10-20 11:20:30.485923,2021-10-20 11:20:30.614027,zihao,128104.0,616660.0,488556.0,617051.0
a,2021-10-20 11:20:31.102583,2021-10-20 11:20:31.231078,zihao,128495.0,133247.0,4752.0,154513.0
n,2021-10-20 11:20:31.235830,2021-10-20 11:20:31.385591,zihao,149761.0,143945.0,-5816.0,138552.0
d,2021-10-20 11:20:31.379775,2021-10-20 11:20:31.524143,zihao,144368.0,110582.0,-33786.0,85211.0
[space],2021-10-20 11:20:31.490357,2021-10-20 11:20:31.609354,zihao,118997.0,170114.0,51117.0,197377.0
[caps_lock],2021-10-20 11:20:31.660471,2021-10-20 11:20:31.806731,zihao,146260.0,205981.0,59721.0,204318.0
b,2021-10-20 11:20:31.866452,2021-10-20 11:20:32.011049,zihao,144597.0,59405.0,-85192.0,54944.0
[caps_lock],2021-10-20 11:20:31.925857,2021-10-20 11:20:32.065993,zihao,140136.0,345952.0,205816.0,361479.0
r,2021-10-20 11:20:32.271809,2021-10-20 11:20:32.427472,zihao,155663.0,160346.0,4683.0,110492.0
a,2021-10-20 11:20:32.432155,2021-10-20 11:20:32.537964,zihao,105809.0,175413.0,69604.0,154274.0
e,2021-10-20 11:20:32.607568,2021-10-20 11:20:32.692238,zihao,84670.0,195323.0,110653.0,187312.0
v,2021-10-20 11:20:32.802891,2021-10-20 11:20:32.879550,zihao,76659.0,326067.0,249408.0,357188.0
[backspace],2021-10-20 11:20:33.128958,2021-10-20 11:20:33.236738,zihao,107780.0,172765.0,64985.0,165976.0
[backspace],2021-10-20 11:20:33.301723,2021-10-20 11:20:33.402714,zihao,100991.0,414391.0,313400.0,468123.0
v,2021-10-20 11:20:33.716114,2021-10-20 11:20:33.870837,zihao,154723.0,109084.0,-45639.0,110295.0
e,2021-10-20 11:20:33.825198,2021-10-20 11:20:33.981132,zihao,155934.0,222974.0,67040.0,190042.0
[space],2021-10-20 11:20:34.048172,2021-10-20 11:20:34.171174,zihao,123002.0,855825.0,732823.0,833871.0
o,2021-10-20 11:20:34.903997,2021-10-20 11:20:35.005045,zihao,101048.0,88409.0,-12639.0,92735.0
f,2021-10-20 11:20:34.992406,2021-10-20 11:20:35.097780,zihao,105374.0,140578.0,35204.0,169205.0
f,2021-10-20 11:20:35.132984,2021-10-20 11:20:35.266985,zihao,134001.0,106002.0,-27999.0,132806.0
e,2021-10-20 11:20:35.238986,2021-10-20 11:20:35.399791,zihao,160805.0,110173.0,-50632.0,78781.0
r,2021-10-20 11:20:35.349159,2021-10-20 11:20:35.478572,zihao,129413.0,143960.0,14547.0,159209.0
[space],2021-10-20 11:20:35.493119,2021-10-20 11:20:35.637781,zihao,144662.0,172040.0,27378.0,153226.0
a,2021-10-20 11:20:35.665159,2021-10-20 11:20:35.791007,zihao,125848.0,121922.0,-3926.0,135198.0
[space],2021-10-20 11:20:35.787081,2021-10-20 11:20:35.926205,zihao,139124.0,221611.0,82487.0,233618.0
s,2021-10-20 11:20:36.008692,2021-10-20 11:20:36.159823,zihao,151131.0,572854.0,421723.0,588855.0
o,2021-10-20 11:20:36.581546,2021-10-20 11:20:36.748678,zihao,167132.0,351706.0,184574.0,379011.0
p,2021-10-20 11:20:36.933252,2021-10-20 11:20:37.127689,zihao,194437.0,335418.0,140981.0,279853.0
h,2021-10-20 11:20:37.268670,2021-10-20 11:20:37.407542,zihao,138872.0,742817.0,603945.0,715326.0
i,2021-10-20 11:20:38.011487,2021-10-20 11:20:38.122868,zihao,111381.0,98899.0,-12482.0,110815.0
