,timestamp,key
0,2021-10-20 10:11:51 885470,[haut]
1,2021-10-20 10:11:52 206953,[haut]
2,2021-10-20 10:11:52 634764,[haut]
3,2021-10-20 10:11:53 072751,[haut]
4,2021-10-20 10:11:53 573929,[haut]
5,2021-10-20 10:11:54 059988,[haut]
6,2021-10-20 10:11:54 826000,[haut]
7,2021-10-20 10:11:55 546261,[backspace]
8,2021-10-20 10:11:55 722365,[backspace]
9,2021-10-20 10:11:55 857766,[backspace]
10,2021-10-20 10:11:56 006978,[backspace]
11,2021-10-20 10:11:56 137986,[backspace]
12,2021-10-20 10:11:56 249979,r
13,2021-10-20 10:11:56 339664,e
14,2021-10-20 10:11:56 595771,l
15,2021-10-20 10:11:56 696627,e
16,2021-10-20 10:11:56 806948,a
17,2021-10-20 10:11:56 936248,s
18,2021-10-20 10:11:57 118201,e
19,2021-10-20 10:11:57 435870,[enter]
20,2021-10-20 10:11:57 911859,[alt]
21,2021-10-20 10:11:57 955697,[tab]
22,2021-10-20 10:12:02 140923,[maj]
23,2021-10-20 10:12:02 375373,a
24,2021-10-20 10:12:02 625313,[space]
25,2021-10-20 10:12:02 797153,p
26,2021-10-20 10:12:02 984592,a
27,2021-10-20 10:12:03 109580,n
28,2021-10-20 10:12:03 656328,g
29,2021-10-20 10:12:03 859402,r
30,2021-10-20 10:12:03 937502,a
31,2021-10-20 10:12:04 031240,m
32,2021-10-20 10:12:04 218686,[space]
33,2021-10-20 10:12:04 437260,o
34,2021-10-20 10:12:04 609226,r
35,2021-10-20 10:12:04 671709,[space]
36,2021-10-20 10:12:04 812304,h
37,2021-10-20 10:12:05 033227,l
38,2021-10-20 10:12:05 767444,[backspace]
39,2021-10-20 10:12:05 908032,o
40,2021-10-20 10:12:06 126734,l
41,2021-10-20 10:12:06 282936,o
42,2021-10-20 10:12:06 486024,a
43,2021-10-20 10:12:06 579619,p
44,2021-10-20 10:12:06 892179,[backspace]
45,2021-10-20 10:12:07 032765,l
46,2021-10-20 10:12:07 157738,p
47,2021-10-20 10:12:07 407681,h
48,2021-10-20 10:12:07 598520,a
49,2021-10-20 10:12:07 696412,b
50,2021-10-20 10:12:07 868262,e
51,2021-10-20 10:12:08 040100,t
52,2021-10-20 10:12:08 133823,i
53,2021-10-20 10:12:08 336905,c
54,2021-10-20 10:12:08 477476,[space]
55,2021-10-20 10:12:08 633708,s
56,2021-10-20 10:12:08 805546,e
57,2021-10-20 10:12:09 307567,n
58,2021-10-20 10:12:09 479388,t
59,2021-10-20 10:12:09 588729,e
60,2021-10-20 10:12:09 791816,n
61,2021-10-20 10:12:09 948024,c
62,2021-10-20 10:12:10 088630,e
63,2021-10-20 10:12:10 322953,[space]
64,2021-10-20 10:12:10 463530,i
65,2021-10-20 10:12:10 588513,s
66,2021-10-20 10:12:10 697860,[space]
67,2021-10-20 10:12:10 838441,a
68,2021-10-20 10:12:10 947783,[space]
69,2021-10-20 10:12:11 228982,s
70,2021-10-20 10:12:11 400821,e
71,2021-10-20 10:12:11 494542,n
72,2021-10-20 10:12:11 650752,t
73,2021-10-20 10:12:12 025683,e
74,2021-10-20 10:12:12 150632,n
75,2021-10-20 10:12:12 259985,c
76,2021-10-20 10:12:12 431832,e
77,2021-10-20 10:12:12 541159,[space]
78,2021-10-20 10:12:12 869230,t
79,2021-10-20 10:12:12 978575,a
80,2021-10-20 10:12:13 056665,h
81,2021-10-20 10:12:13 228416,t
82,2021-10-20 10:12:13 306606,[space]
83,2021-10-20 10:12:13 525324,[backspace]
84,2021-10-20 10:12:13 681538,[backspace]
85,2021-10-20 10:12:13 822112,[backspace]
86,2021-10-20 10:12:13 962715,[backspace]
87,2021-10-20 10:12:14 134554,h
88,2021-10-20 10:12:14 228276,a
89,2021-10-20 10:12:14 321989,t
90,2021-10-20 10:12:14 431361,[space]
91,2021-10-20 10:12:14 899863,c
92,2021-10-20 10:12:14 962480,o
93,2021-10-20 10:12:15 040580,n
94,2021-10-20 10:12:15 165454,t
95,2021-10-20 10:12:15 243544,a
96,2021-10-20 10:12:15 306140,i
97,2021-10-20 10:12:15 384258,n
98,2021-10-20 10:12:15 524846,s
99,2021-10-20 10:12:15 634202,[space]
100,2021-10-20 10:12:15 821649,e
101,2021-10-20 10:12:15 964612,v
102,2021-10-20 10:12:16 089602,e
103,2021-10-20 10:12:16 230186,r
104,2021-10-20 10:12:16 402005,y
105,2021-10-20 10:12:16 886284,[space]
106,2021-10-20 10:12:17 151830,l
107,2021-10-20 10:12:17 245572,e
108,2021-10-20 10:12:17 354917,t
109,2021-10-20 10:12:17 511132,t
110,2021-10-20 10:12:17 573613,e
111,2021-10-20 10:12:17 714212,r
112,2021-10-20 10:12:17 792315,[space]
113,2021-10-20 10:12:18 108528,o
114,2021-10-20 10:12:18 249178,f
115,2021-10-20 10:12:18 327301,[space]
116,2021-10-20 10:12:18 467881,t
117,2021-10-20 10:12:18 592863,h
118,2021-10-20 10:12:18 717823,e
119,2021-10-20 10:12:18 780323,[space]
120,2021-10-20 10:12:19 217727,a
121,2021-10-20 10:12:19 327067,l
122,2021-10-20 10:12:19 530147,p
123,2021-10-20 10:12:19 733226,h
124,2021-10-20 10:12:19 858196,a
125,2021-10-20 10:12:20 092514,b
126,2021-10-20 10:12:20 233095,e
127,2021-10-20 10:12:20 358078,t
128,2021-10-20 10:12:20 451795,[space]
129,2021-10-20 10:12:20 592287,a
130,2021-10-20 10:12:20 701736,t
131,2021-10-20 10:12:20 826715,[space]
132,2021-10-20 10:12:20 962463,l
133,2021-10-20 10:12:21 056325,e
134,2021-10-20 10:12:21 150044,a
135,2021-10-20 10:12:21 259406,s
136,2021-10-20 10:12:21 431230,t
137,2021-10-20 10:12:21 531319,[space]
138,2021-10-20 10:12:21 611434,o
139,2021-10-20 10:12:21 720917,n
140,2021-10-20 10:12:21 861377,c
141,2021-10-20 10:12:22 001969,e
142,2021-10-20 10:12:22 095698,[space]
143,2021-10-20 10:12:22 417379,[maj]
144,2021-10-20 10:12:22 526726,t
145,2021-10-20 10:12:22 636070,h
146,2021-10-20 10:12:22 776531,a
147,2021-10-20 10:12:23 135959,[backspace]
148,2021-10-20 10:12:23 182814,e
149,2021-10-20 10:12:23 260907,[space]
150,2021-10-20 10:12:23 417137,m
151,2021-10-20 10:12:23 620219,o
152,2021-10-20 10:12:23 713936,s
153,2021-10-20 10:12:23 870160,t
154,2021-10-20 10:12:23 948262,[space]
155,2021-10-20 10:12:24 120101,f
156,2021-10-20 10:12:24 370044,a
157,2021-10-20 10:12:24 573123,m
158,2021-10-20 10:12:24 807440,o
159,2021-10-20 10:12:24 950288,u
160,2021-10-20 10:12:25 106484,s
161,2021-10-20 10:12:25 231468,[space]
162,2021-10-20 10:12:25 809451,p
163,2021-10-20 10:12:25 965672,a
164,2021-10-20 10:12:26 059386,n
165,2021-10-20 10:12:26 246862,g
166,2021-10-20 10:12:26 449934,r
167,2021-10-20 10:12:26 512414,a
168,2021-10-20 10:12:26 574892,m
169,2021-10-20 10:12:26 731116,[space]
170,2021-10-20 10:12:26 855989,i
171,2021-10-20 10:12:26 981048,s
172,2021-10-20 10:12:27 059158,[space]
173,2021-10-20 10:12:27 277861,p
174,2021-10-20 10:12:27 434084,r
175,2021-10-20 10:12:27 842602,o
176,2021-10-20 10:12:27 995363,b
177,2021-10-20 10:12:28 307794,a
178,2021-10-20 10:12:28 451107,b
179,2021-10-20 10:12:28 529344,l
180,2021-10-20 10:12:28 841765,y
181,2021-10-20 10:12:29 053728,[space]
182,2021-10-20 10:12:29 210075,t
183,2021-10-20 10:12:29 288163,h
184,2021-10-20 10:12:29 413052,e
185,2021-10-20 10:12:29 506872,[space]
186,2021-10-20 10:12:30 100500,t
187,2021-10-20 10:12:30 209840,h
188,2021-10-20 10:12:30 506651,i
189,2021-10-20 10:12:30 662859,r
190,2021-10-20 10:12:30 865947,t
191,2021-10-20 10:12:31 162745,y
192,2021-10-20 10:12:31 584522,[space]
193,2021-10-20 10:12:31 771980,f
194,2021-10-20 10:12:31 849950,i
195,2021-10-20 10:12:32 053160,v
196,2021-10-20 10:12:32 146890,e
197,2021-10-20 10:12:32 240611,[space]
198,2021-10-20 10:12:32 521789,l
199,2021-10-20 10:12:32 631012,e
200,2021-10-20 10:12:32 724875,t
201,2021-10-20 10:12:32 881092,t
202,2021-10-20 10:12:32 974816,e
203,2021-10-20 10:12:33 099766,r
204,2021-10-20 10:12:33 162272,[space]
205,2021-10-20 10:12:33 255997,l
206,2021-10-20 10:12:33 459107,o
207,2021-10-20 10:12:33 584033,n
208,2021-10-20 10:12:33 677776,g
209,2021-10-20 10:12:33 787118,[space]
210,2021-10-20 10:12:34 083935,[maj]
211,2021-10-20 10:12:34 224523,t
212,2021-10-20 10:12:34 380713,h
213,2021-10-20 10:12:34 474463,e
214,2021-10-20 10:12:34 583808,[space]
215,2021-10-20 10:12:34 864998,q
216,2021-10-20 10:12:34 943102,u
217,2021-10-20 10:12:35 052446,i
218,2021-10-20 10:12:35 177313,c
219,2021-10-20 10:12:35 318009,k
220,2021-10-20 10:12:35 427365,[space]
221,2021-10-20 10:12:35 755416,b
222,2021-10-20 10:12:35 914842,r
223,2021-10-20 10:12:36 118057,o
224,2021-10-20 10:12:36 274270,w
225,2021-10-20 10:12:36 492968,n
226,2021-10-20 10:12:36 836636,[space]
227,2021-10-20 10:12:37 133435,g
228,2021-10-20 10:12:37 242792,o
229,2021-10-20 10:12:37 477009,x
230,2021-10-20 10:12:37 664568,[space]
231,2021-10-20 10:12:37 836400,[backspace]
232,2021-10-20 10:12:37 992559,[backspace]
233,2021-10-20 10:12:38 117580,[backspace]
234,2021-10-20 10:12:38 242422,[backspace]
235,2021-10-20 10:12:38 508123,f
236,2021-10-20 10:12:38 633084,o
237,2021-10-20 10:12:38 758050,x
238,2021-10-20 10:12:38 867404,[space]
239,2021-10-20 10:12:39 164208,j
240,2021-10-20 10:12:39 414157,u
241,2021-10-20 10:12:39 664091,m
242,2021-10-20 10:12:39 867191,p
243,2021-10-20 10:12:39 960888,s
244,2021-10-20 10:12:40 085870,[space]
245,2021-10-20 10:12:40 445166,o
246,2021-10-20 10:12:40 585752,v
247,2021-10-20 10:12:40 710719,e
248,2021-10-20 10:12:40 851316,r
249,2021-10-20 10:12:40 960528,[space]
250,2021-10-20 10:12:41 116876,t
251,2021-10-20 10:12:41 210600,h
252,2021-10-20 10:12:41 335572,e
253,2021-10-20 10:12:41 444919,[space]
254,2021-10-20 10:12:41 851082,l
255,2021-10-20 10:12:42 382207,z
256,2021-10-20 10:12:42 975810,[backspace]
257,2021-10-20 10:12:43 085167,a
258,2021-10-20 10:12:43 288226,z
259,2021-10-20 10:12:44 022427,y
260,2021-10-20 10:12:44 131788,[space]
261,2021-10-20 10:12:44 412981,d
262,2021-10-20 10:12:44 803516,g
263,2021-10-20 10:12:45 162804,[backspace]
264,2021-10-20 10:12:45 256519,o
265,2021-10-20 10:12:45 334504,g
266,2021-10-20 10:12:45 600099,[space]
267,2021-10-20 10:12:46 115703,w
268,2021-10-20 10:12:46 225045,h
269,2021-10-20 10:12:46 334267,i
270,2021-10-20 10:12:46 412505,c
271,2021-10-20 10:12:46 521847,h
272,2021-10-20 10:12:46 631203,[space]
273,2021-10-20 10:12:46 756168,h
274,2021-10-20 10:12:46 834262,a
275,2021-10-20 10:12:46 961346,s
276,2021-10-20 10:12:47 101929,[space]
277,2021-10-20 10:12:47 367493,b
278,2021-10-20 10:12:47 726659,e
279,2021-10-20 10:12:48 164199,e
280,2021-10-20 10:12:48 273536,n
281,2021-10-20 10:12:48 460999,[space]
282,2021-10-20 10:12:48 929635,u
283,2021-10-20 10:12:49 054606,s
284,2021-10-20 10:12:49 257686,e
285,2021-10-20 10:12:49 367025,d
286,2021-10-20 10:12:49 460758,[space]
287,2021-10-20 10:12:49 632585,t
288,2021-10-20 10:12:49 726324,o
289,2021-10-20 10:12:49 835666,[space]
290,2021-10-20 10:12:49 960632,t
291,2021-10-20 10:12:50 054371,e
292,2021-10-20 10:12:50 241832,s
293,2021-10-20 10:12:50 444768,t
294,2021-10-20 10:12:50 507395,[space]
295,2021-10-20 10:12:51 306152,t
296,2021-10-20 10:12:51 431123,y
297,2021-10-20 10:12:51 647671,p
298,2021-10-20 10:12:51 928837,i
299,2021-10-20 10:12:52 053684,n
300,2021-10-20 10:12:52 116252,g
301,2021-10-20 10:12:52 260414,[space]
302,2021-10-20 10:12:52 604220,t
303,2021-10-20 10:12:52 869779,[backspace]
304,2021-10-20 10:12:52 901019,e
305,2021-10-20 10:12:53 119720,q
306,2021-10-20 10:12:53 260298,u
307,2021-10-20 10:12:53 369663,i
308,2021-10-20 10:12:53 650717,p
309,2021-10-20 10:12:53 869548,m
310,2021-10-20 10:12:53 994381,e
311,2021-10-20 10:12:54 119471,n
312,2021-10-20 10:12:54 213208,t
313,2021-10-20 10:12:54 431911,[space]
314,2021-10-20 10:12:54 931800,s
315,2021-10-20 10:12:55 025512,i
316,2021-10-20 10:12:55 119251,n
317,2021-10-20 10:12:55 306711,c
318,2021-10-20 10:12:55 447295,e
319,2021-10-20 10:12:55 556514,[space]
320,2021-10-20 10:12:55 744099,a
321,2021-10-20 10:12:55 884697,t
322,2021-10-20 10:12:56 025282,[space]
323,2021-10-20 10:12:56 181367,l
324,2021-10-20 10:12:56 290833,e
325,2021-10-20 10:12:56 353332,s
326,2021-10-20 10:12:56 962568,[backspace]
327,2021-10-20 10:12:57 087404,a
328,2021-10-20 10:12:57 384346,s
329,2021-10-20 10:12:57 603044,t
330,2021-10-20 10:12:57 835045,[space]
331,2021-10-20 10:12:57 980296,t
332,2021-10-20 10:12:58 105243,h
333,2021-10-20 10:12:58 230230,e
334,2021-10-20 10:12:58 308335,[space]
335,2021-10-20 10:12:58 481703,l
336,2021-10-20 10:12:58 591046,a
337,2021-10-20 10:12:58 700408,t
338,2021-10-20 10:12:58 794124,e
339,2021-10-20 10:12:58 887727,[space]
340,2021-10-20 10:12:59 366139,1
341,2021-10-20 10:12:59 491099,8
342,2021-10-20 10:12:59 647324,0
343,2021-10-20 10:12:59 850402,0
344,2021-10-20 10:13:00 053478,s
345,2021-10-20 10:13:01 515545,[space]
346,2021-10-20 10:13:01 640531,[maj]
347,2021-10-20 10:13:01 859231,w
348,2021-10-20 10:13:02 327873,h
349,2021-10-20 10:13:02 452833,e
350,2021-10-20 10:13:02 577679,n
351,2021-10-20 10:13:02 734013,[space]
352,2021-10-20 10:13:03 140165,c
353,2021-10-20 10:13:03 218280,o
354,2021-10-20 10:13:03 436852,m
355,2021-10-20 10:13:03 561957,p
356,2021-10-20 10:13:03 671305,a
357,2021-10-20 10:13:03 765014,r
358,2021-10-20 10:13:03 905610,i
359,2021-10-20 10:13:04 014955,n
360,2021-10-20 10:13:04 124324,g
361,2021-10-20 10:13:04 218047,[space]
362,2021-10-20 10:13:04 374268,t
363,2021-10-20 10:13:04 452365,h
364,2021-10-20 10:13:04 561723,e
365,2021-10-20 10:13:04 639832,[space]
366,2021-10-20 10:13:05 123991,t
367,2021-10-20 10:13:05 358409,w
368,2021-10-20 10:13:05 498995,o
369,2021-10-20 10:13:05 717705,[space]
370,2021-10-20 10:13:05 967638,b
371,2021-10-20 10:13:06 092611,r
372,2021-10-20 10:13:06 217578,o
373,2021-10-20 10:13:06 342417,w
374,2021-10-20 10:13:06 592499,s
375,2021-10-20 10:13:06 795591,e
376,2021-10-20 10:13:06 873679,r
377,2021-10-20 10:13:07 029883,s
378,2021-10-20 10:13:07 139244,[space]
379,2021-10-20 10:13:07 311062,b
380,2021-10-20 10:13:07 467287,o
381,2021-10-20 10:13:07 560880,t
382,2021-10-20 10:13:07 670229,h
383,2021-10-20 10:13:07 779705,[space]
384,2021-10-20 10:13:07 967174,[maj]
385,2021-10-20 10:13:08 060886,f
386,2021-10-20 10:13:08 232730,i
387,2021-10-20 10:13:08 451436,r
388,2021-10-20 10:13:08 560778,e
389,2021-10-20 10:13:08 779482,f
390,2021-10-20 10:13:09 015788,o
391,2021-10-20 10:13:09 140631,x
392,2021-10-20 10:13:09 328213,[space]
393,2021-10-20 10:13:09 468810,a
394,2021-10-20 10:13:09 906150,n
395,2021-10-20 10:13:10 031173,d
396,2021-10-20 10:13:10 124891,[space]
397,2021-10-20 10:13:10 234243,[maj]
398,2021-10-20 10:13:10 296733,b
399,2021-10-20 10:13:10 437332,r
400,2021-10-20 10:13:10 562295,a
401,2021-10-20 10:13:10 781004,v
402,2021-10-20 10:13:10 921460,e
403,2021-10-20 10:13:10 999697,[space]
404,2021-10-20 10:13:11 093422,o
405,2021-10-20 10:13:11 265263,f
406,2021-10-20 10:13:11 483937,f
407,2021-10-20 10:13:11 812013,e
408,2021-10-20 10:13:11 936908,r
